"","TeamName","Season","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM","seed","BY.YEAR.NO","BY.ROUND.NO","TEAM.NO","SEED","ROUND","CURRENT.ROUND","SCORE","Win","Upset"
"944","Kentucky",2015,63.8582,233,61.9696,278,115.91,9,121.27,6,83.6596,1,83.8367,1,37.4333,1,"1",944,706,510,1,4,32,64,TRUE,0
"945","North Dakota St.",2015,61.4249,317,60.2617,326,103.552,137,102.68,194,98.9607,105,102.079,140,0.601364,157,"15",945,1379,499,15,64,64,76,FALSE,0
"946","Gonzaga",2015,64.9509,162,64.2083,161,120.007,4,121.92,5,93.6311,20,92.9958,15,28.9239,7,"2",946,1380,517,2,8,64,86,TRUE,0
"947","Davidson",2015,67.2527,69,66.5178,60,117.158,5,120.481,7,102.422,179,103.662,166,16.8188,30,"10",947,1381,524,10,64,64,52,FALSE,0
"948","Iowa",2015,64.3968,196,63.3054,218,107.06,65,113.359,33,96.2495,51,95.1085,40,18.251,25,"7",948,1382,513,7,32,64,83,TRUE,0
"949","UAB",2015,65.4962,142,64.4025,150,101.144,192,104.585,156,99.5814,117,101.758,134,2.82779,138,"14",949,1383,481,14,32,64,60,TRUE,1
"950","Iowa St.",2015,69.8477,12,69.3108,10,112.195,23,120.166,8,99.1069,106,97.135,61,23.031,14,"3",950,1384,512,3,64,64,59,FALSE,0
"951","UCLA",2015,67.5367,60,65.4935,98,105.49,95,112.266,45,100.356,132,98.1315,72,14.1346,42,"11",951,1385,479,11,16,64,60,TRUE,1
"952","SMU",2015,62.9487,275,62.8424,244,109.913,34,113.524,31,94.6256,29,95.4867,45,18.0372,26,"6",952,1386,486,6,64,64,59,FALSE,0
"953","Eastern Washington",2015,68.4313,33,67.9604,25,114.793,13,112.165,46,107.62,296,109.197,281,2.96737,135,"13",953,1387,521,13,64,64,74,FALSE,0
"954","Georgetown",2015,64.6746,179,63.7582,185,107.548,59,113.166,37,98.2031,89,93.597,19,19.5694,22,"4",954,1388,520,4,32,64,84,TRUE,0
"955","Stephen F. Austin",2015,67.8623,47,65.2365,110,115.74,10,114.494,25,96.5187,58,100.484,109,14.0106,44,"12",955,1389,484,12,64,64,50,FALSE,0
"956","Utah",2015,62.6865,284,60.3923,322,113.65,16,116.433,14,91.0838,10,89.5299,7,26.9035,8,"5",956,1390,478,5,16,64,57,TRUE,0
"957","St. John's",2015,67.392,65,66.1943,68,104.366,117,110.125,63,99.3852,115,95.8018,51,14.3233,40,"9",957,1391,485,9,64,64,64,FALSE,0
"958","San Diego St.",2015,60.2494,339,59.9465,335,100.656,205,104.401,159,87.3381,3,88.1829,6,16.2186,32,"8",958,1392,487,8,32,64,76,TRUE,0
"959","Robert Morris",2015,66.7335,85,65.0415,123,103.062,151,102.327,205,100.76,142,103.869,171,-1.54229,183,"16",959,1393,488,16,64,64,56,FALSE,0
"960","Duke",2015,66.5735,92,65.6368,90,120.499,2,124.253,3,97.7779,80,94.9453,37,29.3074,6,"1",960,1394,522,1,1,64,85,TRUE,0
"961","Belmont",2015,67.4806,61,66.5706,57,109.106,42,109.115,70,103.917,213,107.619,245,1.49515,149,"15",961,1395,531,15,64,64,67,FALSE,0
"962","Virginia",2015,58.4807,347,57.5332,349,110.716,30,115.318,16,85.6441,2,84.4292,2,30.8885,5,"2",962,1396,474,2,32,64,79,TRUE,0
"963","Georgia",2015,64.7737,173,63.6563,194,103.296,143,109.524,66,96.9056,67,94.1302,27,15.3937,36,"10",963,1397,519,10,64,64,63,FALSE,0
"964","Michigan St.",2015,63.1326,267,62.8407,245,110.854,29,115.973,15,97.91,83,95.052,38,20.9213,18,"7",964,1398,504,7,4,64,70,TRUE,0
"965","Albany",2015,61.2078,322,60.7359,318,106.836,67,106.463,116,98.1293,86,103.431,161,3.03231,134,"14",965,1399,535,14,64,64,60,FALSE,0
"966","Oklahoma",2015,68.1552,40,66.9861,47,104.826,107,111.785,49,91.3524,12,87.6854,4,24.1001,9,"3",966,1400,493,3,16,64,69,TRUE,0
"967","Dayton",2015,64.3804,197,63.3147,216,105.537,93,108.983,72,94.1075,24,95.0972,39,13.8856,49,"11",967,1401,523,11,32,64,66,TRUE,1
"968","Providence",2015,65.7165,130,64.8656,133,106.002,85,112.954,38,99.2507,111,95.3871,43,17.5673,28,"6",968,1402,490,6,64,64,53,FALSE,0
"969","UC Irvine",2015,64.0405,221,63.3775,210,103.694,133,105.818,127,98.2044,90,98.9592,88,6.85898,96,"13",969,1403,480,13,64,64,55,FALSE,0
"970","Louisville",2015,66.242,106,64.8006,134,103.478,139,108.601,78,89.9282,6,88.176,5,20.4245,19,"4",970,1404,508,4,8,64,57,TRUE,0
"971","Wyoming",2015,58.3804,348,58.648,344,103.166,148,104.478,158,95.3219,37,98.0741,69,6.40364,99,"12",971,1405,469,12,64,64,54,FALSE,0
"972","Northern Iowa",2015,57.4039,350,58.014,348,112.497,22,115.17,19,92.7107,16,94.2192,28,20.9503,17,"5",972,1406,496,5,32,64,71,TRUE,0
"973","LSU",2015,69.7441,13,69.0966,13,103.515,138,108.743,75,95.1887,36,94.7996,34,13.9432,47,"9",973,1407,507,9,64,64,65,FALSE,0
"974","North Carolina St.",2015,64.4741,194,63.8463,177,108.152,54,114.001,29,101.056,149,98.6377,81,15.3629,37,"8",974,1408,500,8,16,64,66,TRUE,0
"975","Lafayette",2015,64.6123,185,64.3104,153,113.655,15,112.691,41,111.764,336,114.45,335,-1.75874,188,"16",975,1409,509,16,64,64,52,FALSE,0
"976","Villanova",2015,65.0568,158,63.8347,178,116.619,6,122.473,4,92.9741,18,91.5163,11,30.9562,4,"1",976,1410,475,1,32,64,93,TRUE,0
"977","Texas Southern",2015,64.5564,191,62.9114,242,103.362,142,103.049,182,102.421,178,106.918,227,-3.8688,214,"15",977,1411,482,15,64,64,72,FALSE,0
"978","Arizona",2015,66.8428,80,65.5943,94,113.625,17,118.227,11,87.414,4,85.9123,3,32.3143,3,"2",978,1412,534,2,8,64,93,TRUE,0
"979","Ohio St.",2015,66.193,109,65.1703,113,113.772,14,115.312,17,94.6393,31,94.3058,29,21.0066,16,"10",979,1413,494,10,32,64,75,TRUE,1
"980","VCU",2015,66.6676,87,66.5049,61,106.572,71,110.62,59,96.5822,61,94.1043,24,16.5157,31,"7",980,1414,476,7,64,64,72,FALSE,0
"981","Georgia St.",2015,64.3117,203,62.5745,259,108.62,48,110.463,61,95.7931,43,100.687,112,9.77537,73,"14",981,1415,518,14,32,64,57,TRUE,1
"982","Baylor",2015,62.6602,286,61.2742,302,109.564,38,117.192,13,95.7085,41,93.7123,21,23.4796,13,"3",982,1416,532,3,64,64,56,FALSE,0
"983","Mississippi",2015,66.5662,93,65.6482,89,108.54,51,114.568,24,100.598,137,100.141,103,14.4267,38,"11",983,1417,503,11,64,64,57,FALSE,0
"984","Xavier",2015,66.0436,118,65.1714,112,109.333,40,115.283,18,100.51,135,96.6313,55,18.6517,24,"6",984,1418,468,6,16,64,76,TRUE,0
"985","Harvard",2015,61.0411,326,61.137,309,101.729,181,103.686,173,93.6062,19,94.9442,36,8.74154,80,"13",985,1419,515,13,64,64,65,FALSE,0
"986","North Carolina",2015,69.4319,16,69.0232,14,111.24,27,117.921,12,98.154,87,94.1249,26,23.7959,11,"4",986,1420,501,4,16,64,67,TRUE,0
"987","Wofford",2015,62.1234,301,60.5424,319,106.401,79,104.909,146,96.7623,65,98.5115,77,6.39782,100,"12",987,1421,470,12,64,64,53,FALSE,0
"988","Arkansas",2015,70.3181,10,69.1346,11,109.877,36,114.941,22,99.3058,114,97.964,67,16.9767,29,"5",988,1422,533,5,32,64,56,TRUE,0
"989","Oklahoma St.",2015,64.1568,213,62.7105,254,103.183,145,111.825,48,97.5475,78,95.6458,49,16.1789,34,"9",989,1423,492,9,64,64,73,FALSE,0
"990","Oregon",2015,67.7766,51,66.1195,73,108.976,44,114.457,26,103.417,198,101.273,122,13.1844,52,"8",990,1424,491,8,32,64,79,TRUE,0
"991","Coastal Carolina",2015,64.7621,174,63.6717,192,109.08,43,105.424,136,99.7059,120,103.803,169,1.6211,147,"16",991,1425,525,16,64,64,72,FALSE,0
"992","Wisconsin",2015,59.2656,345,58.0767,347,120.495,3,126.815,1,94.4646,27,93.2904,16,33.5251,2,"1",992,1426,471,1,2,64,86,TRUE,0
"993","New Mexico St.",2015,62.7648,282,62.9742,238,107.386,60,106.825,113,94.2235,25,99.8197,101,7.0055,94,"15",993,1427,502,15,64,64,56,FALSE,0
"994","Kansas",2015,66.7924,82,66.6617,56,106.342,80,114.271,28,96.675,62,90.5293,8,23.7421,12,"2",994,1428,511,2,32,64,75,TRUE,0
"995","Indiana",2015,66.8559,79,66.0482,76,115.321,12,119.285,10,106.728,279,105.478,201,13.8074,50,"10",995,1429,514,10,64,64,76,FALSE,0
"996","Wichita St.",2015,60.9344,330,61.4547,297,111.943,24,114.962,21,90.9491,8,93.3065,17,21.6555,15,"7",996,1430,472,7,16,64,81,TRUE,0
"997","Northeastern",2015,63.5304,250,63.0556,233,107.202,64,107.892,90,101.07,151,103.071,156,4.82045,119,"14",997,1431,497,14,64,64,65,FALSE,0
"998","Notre Dame",2015,64.1137,217,63.2851,222,121.259,1,124.623,2,101.407,162,100.552,110,24.0703,10,"3",998,1432,495,3,8,64,69,TRUE,0
"999","Texas",2015,63.0775,269,61.7245,288,106.502,76,112.877,40,94.5966,28,92.759,13,20.1184,20,"11",999,1433,483,11,64,64,48,FALSE,0
"1000","Butler",2015,64.5773,190,63.0408,234,106.552,74,110.554,60,93.8813,21,90.9269,9,19.6267,21,"6",1000,1434,528,6,32,64,56,TRUE,0
"1001","Valparaiso",2015,63.183,264,62.1996,270,107.552,58,106.629,114,93.9359,22,95.6594,50,10.9697,64,"13",1001,1435,477,13,64,64,62,FALSE,0
"1002","Maryland",2015,64.7568,176,63.7514,187,106.605,69,111.125,55,97.3302,74,94.9328,35,16.1924,33,"4",1002,1436,505,4,32,64,65,TRUE,0
"1003","Buffalo",2015,68.8703,24,68.4522,19,108.964,45,111.344,53,99.2978,113,99.0045,90,12.339,57,"12",1003,1437,529,12,64,64,62,FALSE,0
"1004","West Virginia",2015,69.1384,20,67.9793,24,106.429,78,113.252,34,96.33,52,94.4993,31,18.7531,23,"5",1004,1438,473,5,16,64,68,TRUE,0
"1005","Purdue",2015,65.0474,159,63.9932,167,106.573,70,110.824,57,98.5303,95,96.8436,58,13.9802,46,"9",1005,1439,489,9,64,64,65,FALSE,0
"1006","Cincinnati",2015,59.4013,343,59.2099,341,104.058,124,108.353,82,92.4216,13,94.1045,25,14.2488,41,"8",1006,1440,526,8,32,64,66,TRUE,0
"1007","Hampton",2015,69.1423,18,68.6346,18,96.6099,279,96.0398,304,98.5232,94,104.551,180,-8.51136,270,"16",1007,1441,516,16,64,64,56,FALSE,0
"1008","Kentucky",2015,63.8582,233,61.9696,278,115.91,9,121.27,6,83.6596,1,83.8367,1,37.4333,1,"1",1008,1442,510,1,4,64,79,TRUE,0
"1009","North Carolina",2016,70.7158,92,71.0747,51,116.284,6,121.139,4,98.6807,59,93.1009,14,28.0379,4,"1",1009,17,570,1,2,2,74,FALSE,0
"1010","Villanova",2016,67.6994,243,66.5578,248,113.604,21,118.299,15,93.853,11,91.552,7,26.7471,5,"2",1010,18,543,2,1,2,77,TRUE,1
"1011","Syracuse",2016,65.2376,330,64.9033,314,106.806,109,111.357,65,99.7255,84,95.507,30,15.8501,38,"10",1011,63,555,10,4,4,66,FALSE,0
"1012","North Carolina",2016,70.7158,92,71.0747,51,116.284,6,121.139,4,98.6807,59,93.1009,14,28.0379,4,"1",1012,64,570,1,2,4,83,TRUE,0
"1013","Oklahoma",2016,71.2898,72,69.8681,84,111.285,39,117.285,18,97.6891,43,92.4357,11,24.849,8,"2",1013,65,567,2,4,4,51,FALSE,0
"1014","Villanova",2016,67.6994,243,66.5578,248,113.604,21,118.299,15,93.853,11,91.552,7,26.7471,5,"2",1014,66,543,2,1,4,95,TRUE,0
"1015","Syracuse",2016,65.2376,330,64.9033,314,106.806,109,111.357,65,99.7255,84,95.507,30,15.8501,38,"10",1015,155,555,10,4,8,68,TRUE,1
"1016","Virginia",2016,61.1656,351,60.6947,351,114.8,12,120.224,8,97.2545,37,91.1288,6,29.0952,3,"1",1016,156,542,1,8,8,62,FALSE,0
"1017","Notre Dame",2016,65.4047,326,64.933,312,115.106,10,119.69,9,107.796,269,103.709,155,15.9813,37,"6",1017,157,568,6,8,8,74,FALSE,0
"1018","North Carolina",2016,70.7158,92,71.0747,51,116.284,6,121.139,4,98.6807,59,93.1009,14,28.0379,4,"1",1018,158,570,1,2,8,88,TRUE,0
"1019","Oklahoma",2016,71.2898,72,69.8681,84,111.285,39,117.285,18,97.6891,43,92.4357,11,24.849,8,"2",1019,159,567,2,4,8,80,TRUE,1
"1020","Oregon",2016,69.4792,145,68.0532,163,112.707,23,119.63,10,99.622,83,96.8455,41,22.7847,13,"1",1020,160,566,1,8,8,68,FALSE,0
"1021","Villanova",2016,67.6994,243,66.5578,248,113.604,21,118.299,15,93.853,11,91.552,7,26.7471,5,"2",1021,161,543,2,1,8,64,TRUE,1
"1022","Kansas",2016,69.2473,157,68.811,130,114.369,15,120.379,7,96.1366,29,90.575,4,29.804,1,"1",1022,162,578,1,8,8,59,FALSE,0
"1023","Syracuse",2016,65.2376,330,64.9033,314,106.806,109,111.357,65,99.7255,84,95.507,30,15.8501,38,"10",1023,339,555,10,4,16,63,TRUE,0
"1024","Gonzaga",2016,68.325,212,67.1988,215,116.179,7,116.44,22,97.8566,47,97.1644,47,19.2756,26,"11",1024,340,587,11,16,16,60,FALSE,0
"1025","Iowa St.",2016,71.7188,59,71.0322,54,112.951,22,121.033,5,103.652,168,99.9576,88,21.0754,21,"4",1025,341,579,4,16,16,71,FALSE,0
"1026","Virginia",2016,61.1656,351,60.6947,351,114.8,12,120.224,8,97.2545,37,91.1288,6,29.0952,3,"1",1026,342,542,1,8,16,84,TRUE,0
"1027","Wisconsin",2016,64.0913,343,63.2633,343,106.662,113,111.769,57,99.9787,89,95.4038,28,16.3651,33,"7",1027,343,538,7,16,16,56,FALSE,0
"1028","Notre Dame",2016,65.4047,326,64.933,312,115.106,10,119.69,9,107.796,269,103.709,155,15.9813,37,"6",1028,344,568,6,8,16,61,TRUE,0
"1029","Indiana",2016,68.7995,188,67.7325,185,119.203,2,120.855,6,100.165,92,98.0589,55,22.7957,12,"5",1029,345,582,5,16,16,86,FALSE,0
"1030","North Carolina",2016,70.7158,92,71.0747,51,116.284,6,121.139,4,98.6807,59,93.1009,14,28.0379,4,"1",1030,346,570,1,2,16,101,TRUE,0
"1031","Oklahoma",2016,71.2898,72,69.8681,84,111.285,39,117.285,18,97.6891,43,92.4357,11,24.849,8,"2",1031,347,567,2,4,16,77,TRUE,0
"1032","Texas A&M",2016,68.3815,208,66.5488,249,110.081,54,114.159,32,95.4495,24,92.3528,8,21.8057,17,"3",1032,348,552,3,16,16,63,FALSE,0
"1033","Duke",2016,68.4041,206,67.5008,202,118.081,4,121.786,3,105.037,201,99.7328,85,22.0532,14,"4",1033,349,591,4,16,16,68,FALSE,0
"1034","Oregon",2016,69.4792,145,68.0532,163,112.707,23,119.63,10,99.622,83,96.8455,41,22.7847,13,"1",1034,350,566,1,8,16,82,TRUE,0
"1035","Villanova",2016,67.6994,243,66.5578,248,113.604,21,118.299,15,93.853,11,91.552,7,26.7471,5,"2",1035,351,543,2,1,16,92,TRUE,0
"1036","Miami FL",2016,66.1954,304,65.897,278,113.767,19,118.848,12,101.002,110,95.9995,36,22.848,11,"3",1036,352,574,3,16,16,69,FALSE,0
"1037","Maryland",2016,66.9454,277,67.2907,212,112.511,26,116.294,25,99.0853,69,95.5806,31,20.7136,22,"5",1037,353,575,5,16,16,63,FALSE,0
"1038","Kansas",2016,69.2473,157,68.811,130,114.369,15,120.379,7,96.1366,29,90.575,4,29.804,1,"1",1038,354,578,1,8,16,79,TRUE,0
"1039","Middle Tennessee",2016,69.2026,161,67.5556,197,104.147,175,103.144,194,98.3849,54,99.21,74,3.93408,128,"15",1039,707,571,15,32,32,50,FALSE,0
"1040","Syracuse",2016,65.2376,330,64.9033,314,106.806,109,111.357,65,99.7255,84,95.507,30,15.8501,38,"10",1040,708,555,10,4,32,75,TRUE,0
"1041","Utah",2016,67.2963,260,65.2107,307,111.524,37,115.673,27,101.349,121,97.5601,51,18.1129,28,"3",1041,709,546,3,32,32,59,FALSE,0
"1042","Gonzaga",2016,68.325,212,67.1988,215,116.179,7,116.44,22,97.8566,47,97.1644,47,19.2756,26,"11",1042,710,587,11,16,32,82,TRUE,1
"1043","Iowa St.",2016,71.7188,59,71.0322,54,112.951,22,121.033,5,103.652,168,99.9576,88,21.0754,21,"4",1043,711,579,4,16,32,78,TRUE,0
"1044","Little Rock",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1044,712,576,12,32,32,61,FALSE,0
"1045","Butler",2016,70.1183,112,67.7286,186,113.775,18,117.318,17,101.794,127,101.468,115,15.8497,39,"9",1045,713,599,9,32,32,69,FALSE,0
"1046","Virginia",2016,61.1656,351,60.6947,351,114.8,12,120.224,8,97.2545,37,91.1288,6,29.0952,3,"1",1046,714,542,1,8,32,77,TRUE,0
"1047","Xavier",2016,72.8035,32,71.9214,31,111.904,35,117.096,19,97.5523,41,95.3858,27,21.71,18,"2",1047,715,537,2,32,32,63,FALSE,0
"1048","Wisconsin",2016,64.0913,343,63.2633,343,106.662,113,111.769,57,99.9787,89,95.4038,28,16.3651,33,"7",1048,716,538,7,16,32,66,TRUE,1
"1049","Stephen F. Austin",2016,69.1402,164,67.4268,207,115.066,11,111.339,67,93.0518,7,96.9336,43,14.405,45,"14",1049,717,557,14,32,32,75,FALSE,0
"1050","Notre Dame",2016,65.4047,326,64.933,312,115.106,10,119.69,9,107.796,269,103.709,155,15.9813,37,"6",1050,718,568,6,8,32,76,TRUE,0
"1051","Kentucky",2016,68.1451,222,66.9955,232,116.122,8,122.508,2,99.1131,70,97.3082,48,25.1996,7,"4",1051,719,577,4,32,32,67,FALSE,0
"1052","Indiana",2016,68.7995,188,67.7325,185,119.203,2,120.855,6,100.165,92,98.0589,55,22.7957,12,"5",1052,720,582,5,16,32,73,TRUE,1
"1053","Providence",2016,69.85,130,68.4903,143,104.928,150,109.321,93,98.7422,60,95.7275,35,13.5932,53,"9",1053,721,563,9,32,32,66,FALSE,0
"1054","North Carolina",2016,70.7158,92,71.0747,51,116.284,6,121.139,4,98.6807,59,93.1009,14,28.0379,4,"1",1054,722,570,1,2,32,85,TRUE,0
"1055","Oklahoma",2016,71.2898,72,69.8681,84,111.285,39,117.285,18,97.6891,43,92.4357,11,24.849,8,"2",1055,723,567,2,4,32,85,TRUE,0
"1056","VCU",2016,69.9071,128,69.4498,97,109.987,57,110.984,69,95.4471,23,94.769,22,16.2152,34,"10",1056,724,544,10,32,32,81,FALSE,0
"1057","Texas A&M",2016,68.3815,208,66.5488,249,110.081,54,114.159,32,95.4495,24,92.3528,8,21.8057,17,"3",1057,725,552,3,16,32,92,TRUE,0
"1058","Northern Iowa",2016,63.7045,346,62.3968,346,105.503,132,108.298,104,98.1641,51,98.2039,58,10.0945,76,"11",1058,726,569,11,32,32,88,FALSE,0
"1059","Duke",2016,68.4041,206,67.5008,202,118.081,4,121.786,3,105.037,201,99.7328,85,22.0532,14,"4",1059,727,591,4,16,32,71,TRUE,0
"1060","Yale",2016,66.9779,276,65.9753,274,110.744,45,109.51,91,94.2337,15,95.6837,33,13.8265,51,"12",1060,728,536,12,32,32,64,FALSE,0
"1061","Saint Joseph's",2016,70.4815,99,70.3117,68,109.969,58,113.435,38,98.8604,62,98.7988,63,14.6358,43,"8",1061,729,561,8,32,32,64,FALSE,0
"1062","Oregon",2016,69.4792,145,68.0532,163,112.707,23,119.63,10,99.622,83,96.8455,41,22.7847,13,"1",1062,730,566,1,8,32,69,TRUE,0
"1063","Villanova",2016,67.6994,243,66.5578,248,113.604,21,118.299,15,93.853,11,91.552,7,26.7471,5,"2",1063,731,543,2,1,32,87,TRUE,0
"1064","Iowa",2016,69.2986,154,68.812,129,112.194,32,116.298,24,99.144,73,94.9421,23,21.3563,19,"7",1064,732,580,7,32,32,68,FALSE,0
"1065","Miami FL",2016,66.1954,304,65.897,278,113.767,19,118.848,12,101.002,110,95.9995,36,22.848,11,"3",1065,733,574,3,16,32,65,TRUE,0
"1066","Wichita St.",2016,66.1715,307,65.8499,283,109.501,67,111.743,58,89.0509,1,90.5918,5,21.1508,20,"11",1066,734,539,11,32,32,57,FALSE,0
"1067","Hawaii",2016,71.2522,75,70.5206,59,107.946,91,108.243,106,92.6195,6,96.5071,39,11.736,63,"13",1067,735,584,13,32,32,60,FALSE,0
"1068","Maryland",2016,66.9454,277,67.2907,212,112.511,26,116.294,25,99.0853,69,95.5806,31,20.7136,22,"5",1068,736,575,5,16,32,73,TRUE,0
"1069","Connecticut",2016,66.4159,298,65.7403,288,108.729,77,111.651,61,93.7251,10,92.899,13,18.752,27,"9",1069,737,593,9,32,32,61,FALSE,0
"1070","Kansas",2016,69.2473,157,68.811,130,114.369,15,120.379,7,96.1366,29,90.575,4,29.804,1,"1",1070,738,578,1,8,32,73,TRUE,0
"1071","Middle Tennessee",2016,69.2026,161,67.5556,197,104.147,175,103.144,194,98.3849,54,99.21,74,3.93408,128,"15",1071,1443,571,15,32,64,90,TRUE,1
"1072","Michigan St.",2016,66.9044,282,66.3201,256,118.21,3,123.022,1,93.8883,12,93.3408,16,29.6807,2,"2",1072,1444,572,2,64,64,81,FALSE,0
"1073","Syracuse",2016,65.2376,330,64.9033,314,106.806,109,111.357,65,99.7255,84,95.507,30,15.8501,38,"10",1073,1445,555,10,4,64,70,TRUE,1
"1074","Dayton",2016,68.781,189,67.8498,177,105.445,135,106.934,135,94.5946,18,93.5907,18,13.3434,56,"7",1074,1446,592,7,64,64,51,FALSE,0
"1075","Fresno St.",2016,70.1189,111,68.9375,123,104.645,161,107.084,130,99.8094,86,100.385,95,6.69862,106,"14",1075,1447,588,14,64,64,69,FALSE,0
"1076","Utah",2016,67.2963,260,65.2107,307,111.524,37,115.673,27,101.349,121,97.5601,51,18.1129,28,"3",1076,1448,546,3,32,64,80,TRUE,0
"1077","Gonzaga",2016,68.325,212,67.1988,215,116.179,7,116.44,22,97.8566,47,97.1644,47,19.2756,26,"11",1077,1449,587,11,16,64,68,TRUE,1
"1078","Seton Hall",2016,70.6797,93,69.4734,96,105.725,130,111.433,63,95.663,26,93.7641,19,17.6691,30,"6",1078,1450,560,6,64,64,52,FALSE,0
"1079","Iona",2016,72.3431,42,71.7927,33,109.763,63,110.602,78,100.984,108,102.768,138,7.8333,99,"13",1079,1451,581,13,64,64,81,FALSE,0
"1080","Iowa St.",2016,71.7188,59,71.0322,54,112.951,22,121.033,5,103.652,168,99.9576,88,21.0754,21,"4",1080,1452,579,4,16,64,94,TRUE,0
"1081","Little Rock",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081,1453,576,12,32,64,85,TRUE,1
"1082","Purdue",2016,67.8939,231,67.5995,195,114.086,16,117,20,94.9121,20,92.4061,10,24.5939,9,"5",1082,1454,562,5,64,64,83,FALSE,0
"1083","Butler",2016,70.1183,112,67.7286,186,113.775,18,117.318,17,101.794,127,101.468,115,15.8497,39,"9",1083,1455,599,9,32,64,71,TRUE,1
"1084","Texas Tech",2016,66.9205,280,65.9989,272,107.068,103,113.846,35,103.316,156,99.1212,73,14.7244,42,"8",1084,1456,551,8,64,64,61,FALSE,0
"1085","Hampton",2016,71.8773,53,71.2725,44,102.131,209,99.7519,258,100.925,106,106.561,209,-6.80879,241,"16",1085,1457,585,16,64,64,45,FALSE,0
"1086","Virginia",2016,61.1656,351,60.6947,351,114.8,12,120.224,8,97.2545,37,91.1288,6,29.0952,3,"1",1086,1458,542,1,8,64,81,TRUE,0
"1087","Weber St.",2016,68.5252,197,66.9958,231,107.01,106,103.593,183,98.1506,50,100.851,103,2.74146,140,"15",1087,1459,541,15,64,64,53,FALSE,0
"1088","Xavier",2016,72.8035,32,71.9214,31,111.904,35,117.096,19,97.5523,41,95.3858,27,21.71,18,"2",1088,1460,537,2,32,64,71,TRUE,0
"1089","Pittsburgh",2016,66.4386,296,65.557,295,112.668,25,115.484,28,102.873,147,99.2827,75,16.2013,35,"10",1089,1461,564,10,64,64,43,FALSE,0
"1090","Wisconsin",2016,64.0913,343,63.2633,343,106.662,113,111.769,57,99.9787,89,95.4038,28,16.3651,33,"7",1090,1462,538,7,16,64,47,TRUE,0
"1091","Stephen F. Austin",2016,69.1402,164,67.4268,207,115.066,11,111.339,67,93.0518,7,96.9336,43,14.405,45,"14",1091,1463,557,14,32,64,70,TRUE,1
"1092","West Virginia",2016,70.7679,88,69.3697,101,110.829,44,116.39,23,93.9723,14,90.4754,3,25.9146,6,"3",1092,1464,540,3,64,64,56,FALSE,0
"1093","Michigan",2016,65.9924,314,65.9134,276,112.432,28,115.094,29,102.956,150,100.54,98,14.5538,44,"11",1093,1465,573,11,64,64,63,FALSE,0
"1094","Notre Dame",2016,65.4047,326,64.933,312,115.106,10,119.69,9,107.796,269,103.709,155,15.9813,37,"6",1094,1466,568,6,8,64,70,TRUE,0
"1095","Stony Brook",2016,67.5992,245,66.9582,237,111.257,41,107.481,122,95.9682,27,98.9433,70,8.53773,92,"13",1095,1467,556,13,64,64,57,FALSE,0
"1096","Kentucky",2016,68.1451,222,66.9955,232,116.122,8,122.508,2,99.1131,70,97.3082,48,25.1996,7,"4",1096,1468,577,4,32,64,85,TRUE,0
"1097","Chattanooga",2016,67.4188,253,66.1763,263,109.685,64,107.156,129,98.6493,58,99.7384,86,7.41784,104,"12",1097,1469,596,12,64,64,74,FALSE,0
"1098","Indiana",2016,68.7995,188,67.7325,185,119.203,2,120.855,6,100.165,92,98.0589,55,22.7957,12,"5",1098,1470,582,5,16,64,99,TRUE,0
"1099","Providence",2016,69.85,130,68.4903,143,104.928,150,109.321,93,98.7422,60,95.7275,35,13.5932,53,"9",1099,1471,563,9,32,64,70,TRUE,1
"1100","USC",2016,72.8841,29,71.1914,46,109.548,66,113.901,34,101.294,115,99.116,72,14.7848,41,"8",1100,1472,547,8,64,64,69,FALSE,0
"1101","Florida Gulf Coast",2016,69.0003,175,66.5831,247,106.57,116,102.917,199,102.335,138,104.307,175,-1.39023,179,"16",1101,1473,589,16,64,64,67,FALSE,0
"1102","North Carolina",2016,70.7158,92,71.0747,51,116.284,6,121.139,4,98.6807,59,93.1009,14,28.0379,4,"1",1102,1474,570,1,2,64,83,TRUE,0
"1103","Cal St. Bakersfield",2016,68.1166,224,67.6197,192,104.634,162,103.37,188,92.1481,4,96.8714,42,6.49871,107,"15",1103,1475,598,15,64,64,68,FALSE,0
"1104","Oklahoma",2016,71.2898,72,69.8681,84,111.285,39,117.285,18,97.6891,43,92.4357,11,24.849,8,"2",1104,1476,567,2,4,64,82,TRUE,0
"1105","VCU",2016,69.9071,128,69.4498,97,109.987,57,110.984,69,95.4471,23,94.769,22,16.2152,34,"10",1105,1477,544,10,32,64,75,TRUE,1
"1106","Oregon St.",2016,68.5821,194,67.1452,221,104.95,149,110.836,72,102.881,148,98.3992,62,12.4371,60,"7",1106,1478,565,7,64,64,67,FALSE,0
"1107","Green Bay",2016,76.8253,5,76.1219,5,107.029,104,108.225,107,103.144,152,104.236,170,3.98885,127,"14",1107,1479,586,14,64,64,65,FALSE,0
